,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
% Frequent Physical Distress,0.058922389,0.200888854,0.351392611,0.491734072,0.265326914,0.919650988,0.992116098,0.802399369,0.299245078,0.139992283,0.202012833,0.15476457,0.72059089,0.101101672,-0.138735372,0.030728933,-0.013872343,-0.637778433,-0.120359146,-0.128893506,0.001622119,-0.093134959,0.250727594,0.60075683,0.284672156,0.48319513,0.2593794,-0.041293111,0.47065524,-0.116807432,-0.083354759,-0.080596737,-0.06857715,-0.075115179,-0.036528954,0.171366698,-0.046073958,0.203080834,0.012998481,-0.335870592,-0.123038178,-0.08758917,-0.338143368,-0.240435929,-0.096174079,-0.193067231,-0.265946594,-0.176481887,-0.277128297,-0.106825668,-0.065067501,-0.506400819,-0.034863314,-0.101698744,0.411652665,0.690918265,0.322647542,0.424241899,0.443436939,-0.72721451,-0.701111956,0.351137165,0.006084293,-0.056239266,0.44366939,-0.155699549,-0.094718843,-0.022631458,0.168155758,-0.177363382,-0.072817812,-0.154826885,0.358988545,0.140838175,0.360688565,0.148938064,-0.047836888,-0.021401782,0.248022291,0.057623349,-0.108245513,-0.362276738,-0.150406827,-0.315262832,-0.337539158,-0.220316516,-0.150288478,0.212046033,0.425624918,0.488282685,0.300136588,-0.155848205,-0.028566742,0.519061584,0.267244898,0.28959276,-0.188010418,0.088455848,0.544155844,0.409852217,0.446847507,1,0.887339147,-0.012715724,-0.172614885,0.045188587,-0.092918877,-0.088918606,0.061921361,0.275692811,-0.19871677,0.089359918,-0.209112862,0.048193808,0.617356154,-0.079763863,-0.007630893,0.135523299,0.423729893,-0.701166731,-0.401776505,-0.498368557,-0.472661706,0.753591464,0.007488493,-0.154740451,0.290152881,-0.180618316,0.001315387,-0.122197182,-0.315390854,-0.065537357,0.191881153,0.187758935,-0.087571284,-0.071047632,-0.018767292,-0.067108344,0.15589602,-0.067713666,-0.050776363,-0.079720399,-0.017361914,0.110320801,0.490042784,-0.269143415,-0.545240349,0.121136417,0.399836625,-0.12728996,-0.186301334,-0.142122615
Violent Crime Rate,-0.038869388,0.108083649,0.149672714,0.160097967,0.12132781,0.196496653,0.159500949,0.111754445,0.329134831,0.089700047,0.093618212,0.169404492,0.243514729,0.364032202,-0.104728705,0.136454517,0.149118109,0.098179226,0.39680283,0.431224924,0.042931945,0.526902576,0.429545433,0.202149376,0.231173335,0.286869888,0.123247459,0.445485586,-0.152896929,0.387812456,0.107434534,0.433559616,0.323753685,0.279134085,0.086448985,0.146666334,0.090649882,0.202864337,0.068653888,0.106499658,0.034941058,0.151781093,0.084892061,0.230194092,0.033437153,0.221172323,0.259884271,0.300157975,-0.334651984,0.459591457,0.469689992,-0.017999142,0.465440363,0.442976967,0.247259873,0.042751772,0.071651794,-0.022346617,-0.035588885,0.010667805,-0.027133414,0.072589018,0.458741299,0.458178822,0.162290169,0.444428023,-0.238926813,0.670722155,1,0.458180699,-0.083068144,0.256524837,0.271564822,0.268721692,0.142168861,0.088471113,0.169454405,0.115213315,0.232705819,0.378994638,0.453898371,-0.09306493,-0.239104529,-0.288658009,-0.225340528,-0.203467185,0.489336821,0.199866272,0.193449897,0.156501563,0.209793999,0.218498128,0.000193335,0.201979472,0.288979592,0.137624861,0.329742517,0.303759532,0.387012987,0.497536946,0.264296188,0.168155758,0.109015985,-0.045679811,0.358595613,0.281684113,0.45931246,0.212757648,0.420475321,0.037590867,0.271264307,0.063534301,0.3675725,-0.138913674,0.411966897,0.436772206,-0.375773723,0.191408053,-0.086669852,0.020428965,-0.076042278,0.032256849,0.118541685,0.16297465,-0.059221901,0.120339617,0.388885317,0.260764717,-0.049040753,0.439254054,-0.3524844,0.450206312,0.241736668,0.165125704,-0.32281855,0.517144892,0.448380053,0.458994837,-0.044491557,0.456557132,0.292920236,0.430333124,0.269054815,0.440354848,0.08295152,0.392234496,-0.238845897,0.386939276,0.056683686,-0.005737392,0.329866136,-0.372345565
% Drive Alone,-0.010785626,0.179827922,0.228298115,-0.010679643,0.007080161,-0.11087881,-0.032457934,0.030930364,0.133456807,0.041365579,0.014488105,0.083153796,0.108060202,0.173847956,-0.09145743,0.126831093,0.028439641,0.065841857,0.174691524,0.165788806,0.052645074,0.126970874,-0.061012991,-0.027383003,0.055882051,-0.083770431,0.059373062,0.137457579,-0.263591144,0.126269793,-0.010010635,0.156768699,0.035354048,0.038333284,-0.125646247,0.14695431,0.010870181,-0.017324092,0.115598832,0.052788869,0.053565215,-0.010045725,0.07434369,0.139856688,-0.103996842,0.114484656,0.157563544,0.060285351,-0.027049063,0.172029766,0.161652691,0.030715069,0.18069307,0.169466174,0.131290837,-0.084753049,-0.026320284,-0.007337481,-0.03458394,0.010482455,-0.004867211,-0.039641028,0.143284961,0.163807385,-0.082190371,0.196447946,-0.030499153,0.196418554,0.169454405,0.143242121,-0.030034658,0.22942565,-0.052517736,0.029599421,-0.082331885,0.021268392,1,0.627191749,0.564295113,0.553912699,0.193940685,0.036397788,-0.194806178,-0.241978973,0.024344886,-0.101835549,0.17333696,0.172833489,0.214240214,-0.033463311,0.079028213,0.034191068,0.158552447,0.275659824,0.067142857,0.170408947,0.052730464,0.306870345,0.385714286,0.098029557,0.337609971,-0.047836888,0.016274919,0.066773849,0.054183649,0.007114204,0.195488397,0.225984644,0.10848965,-0.121787148,0.049882132,-0.035722097,0.094991565,0.042143044,0.040902043,0.140044538,-0.22998973,0.069058651,0.164198121,0.040467791,-0.03997061,0.04631099,-0.020854346,-0.095865011,-0.102008983,-0.017190527,0.088563416,0.094790131,0.023399937,0.187257312,0.085149581,0.165875446,0.036536441,0.056143325,-0.007361408,0.217470417,0.192110641,0.136568116,-0.12753894,0.135266224,0.023678451,0.077787577,-0.107289124,0.046052282,-0.222096308,0.207954202,0.139120549,0.012456028,-0.194546,0.13621885,0.197638747,-0.056099607
% Homeowners,0.01941647,0.251688675,0.211637306,-0.000228803,0.220161218,-0.369662064,-0.291206769,-0.133699359,-0.155341839,-0.013366169,-0.132112129,-0.011313629,-0.216079762,-0.048528773,0.053839638,0.188017241,-0.301255072,-0.036080604,-0.226203546,-0.248253844,-0.025530156,-0.41068631,-0.453839924,-0.243755494,0.032570814,-0.277712257,0.11977968,-0.308455079,-0.044075082,-0.338286242,-0.276638772,-0.368123996,-0.340501803,-0.375696498,-0.36739013,-0.038075443,-0.105120378,-0.123650381,0.057414324,-0.034834567,-0.217835565,-0.066354036,-0.112226889,-0.114158427,-0.152449573,-0.088513058,-0.163427445,-0.390130666,0.335690785,-0.299616789,-0.317687568,-0.021757621,-0.279428645,-0.284475502,0.015957102,-0.06138743,0.044801553,-0.043436939,0.105791379,0.084861788,0.06728453,-0.034059466,-0.3318021,-0.308832831,-0.203468155,-0.28416172,0.243899126,-0.348113681,-0.3524844,-0.308920693,0.447890341,-0.016220898,-0.410434931,-0.336191791,-0.239674508,0.027220993,0.085149581,0.231973746,-0.181007339,-0.100659182,-0.284565312,0.37034455,-0.155009655,-0.106753247,0.137747999,-0.154548398,-0.288433154,0.148459318,0.164795941,-0.044516774,0.141115092,-0.448900268,0.174769169,0.126832845,0.044693878,0.110987791,-0.432027978,0.096068488,-0.187012987,-0.17635468,0.036290323,-0.315390854,-0.203794759,0.349645048,-0.374276894,-0.251341119,-0.258928455,0.051532732,-0.378349198,-0.220054509,-0.460787223,0.213931618,-0.324470164,0.444564784,-0.442959795,-0.298679225,0.237391048,-0.290327502,0.401035197,0.05472267,-0.142926685,0.097823864,-0.108346254,-0.216296867,-0.14697934,-0.09959574,0.100482675,-0.416716128,0.44474861,-0.22540409,1,-0.316595992,-0.350925749,-0.300831339,0.472967832,-0.259508763,-0.137397847,-0.314015641,-0.011105275,-0.356539288,-0.417520128,-0.324517316,-0.278945495,-0.44340796,-0.367144429,-0.158841288,0.45510859,-0.43939838,-0.343788091,0.021660229,-0.07247501,0.509491593
% Limited Access,0.000812892,0.04032597,-0.119755744,0.262427895,0.024059561,0.258530184,0.277377136,0.219920385,0.099688847,-0.052392906,0.077630459,0.072100756,0.197248318,-0.027034634,-0.638849263,-0.042160854,-0.091601421,-0.133606323,-0.142926116,-0.133406655,-0.095528533,0.073950302,0.179887802,0.204574961,0.062493593,0.160306347,0.033217672,-0.094197393,0.08323589,-0.07871368,-0.107518835,-0.071700069,-0.101308831,-0.008702008,0.038600639,-0.010196997,-0.023455134,0.037581316,-0.020778071,-0.114742405,0.026514966,0.014752726,-0.126013451,-0.063216273,-0.069244089,0.077730673,-0.043536798,0.027867911,-0.09423055,-0.100730974,-0.088740579,-0.042295602,-0.08746784,-0.10363008,0.038906204,0.204441125,0.209459066,-0.021490194,0.144347046,-0.243320128,-0.281306572,0.225106743,-0.065493887,-0.101004686,0.192296862,-0.140661427,-0.098032082,-0.067021601,0.037590867,0.034824206,-0.108106096,-0.198583317,0.082977662,-0.001980731,-0.035935552,0.14998429,-0.121787148,-0.172644163,0.109645344,-0.012662456,-0.119376674,-0.267622192,-0.033316748,0.039294991,-0.134162896,-0.068716734,-0.002105022,0.139478218,-0.034002548,0.244571557,0.081424093,0.035228493,-0.051081505,0.34127566,-0.01377551,0.15802954,-0.121958175,-0.053199965,0.276623377,0.355665025,0.301319648,0.275692811,0.250407187,-0.054317136,-0.026317841,0.036577007,-0.110379004,-0.039134132,0.348385553,1,-0.200504464,0.021196326,-0.050356913,-0.18823383,0.158995689,-0.121222248,-0.017699122,-0.002076334,0.1306896,-0.245708417,-0.223198014,-0.196927399,-0.245394132,0.193917759,0.143360148,-0.088281907,0.05406744,-0.128258874,-0.123502747,-0.124821601,-0.220054509,-0.079429961,0.036589198,-0.032242264,-0.009791019,-0.168856587,-0.156619286,-0.101384396,-0.005463127,-0.081893912,-0.061771722,-0.104188828,-0.091643988,-0.028825448,0.152517003,-0.193652177,-0.121149876,-0.041130843,0.049939941,-0.13929252,-0.194698525,-0.033846867
Income Ratio,0.109302909,0.132056391,0.234657119,0.253736586,0.008842365,0.304621705,0.342786058,0.337197173,0.24802543,0.134180905,0.062597963,0.096792545,0.269851545,0.002942181,-0.208909554,0.088228224,-0.048330033,-0.29533033,0.057270095,0.074115048,-0.020478476,-0.005307879,0.108377938,0.155422629,0.203309188,0.048305199,0.026275587,0.006092708,0.019579039,-0.003580516,-0.024224082,-0.031024363,-0.065606346,-0.049405879,-0.032972544,0.139290874,0.187424076,0.122281851,0.095721115,-0.177129002,-0.138930546,-0.043830448,-0.181696672,-0.070003188,0.055748756,-0.008170436,-0.058465612,-0.001689616,-0.218076019,0.015686902,0.022059709,-0.114754855,0.07248813,0.00816254,0.393449976,0.388339856,0.223668161,0.2315456,0.252651472,-0.195363832,-0.690661348,1,0.04951099,0.012213606,0.25072836,-0.065809318,-0.151195936,0.032895073,0.072589018,-0.003538934,-0.046467026,0.077226408,0.222595775,0.20909406,0.058566988,0.063223684,-0.039641028,0.026136896,0.141554988,0.059452982,-0.006905556,-0.023744279,-0.067525272,-0.203426098,-0.162003381,0.017841459,-0.010951354,0.131201784,0.274282827,0.23312494,0.06710927,0.014201587,0.044572553,0.315982405,0.183673469,0.029198327,0.002833883,-0.02573376,0.374025974,-0.057635468,0.06414956,0.351137165,0.354335835,0.090816082,-0.014881807,0.145159595,0.03657153,0.104652106,0.125424045,0.225106743,-0.098250197,0.13126048,-0.073379063,-0.018005973,0.243758364,-0.029671666,-0.150613939,-0.027095565,0.221914318,-0.346522966,-0.322521366,-0.262637464,-0.237651394,0.253496151,0.159418442,0.072944064,0.23138422,-0.109388702,0.040889867,0.006778501,-0.034059466,0.04858401,0.3111244,-0.126782089,0.080237337,0.0169886,0.028444956,-0.027708189,-0.126513725,0.022677163,-0.002838749,-0.060093437,-0.128545433,0.043178752,0.110503875,-0.077893989,-0.161543461,-0.004985853,0.014689508,-0.023678438,-0.007616981,-0.032053551
% American Indian/Alaskan Native,-0.006008126,0.170422782,-0.003503493,0.290847862,0.236943574,0.205330056,0.146464409,0.096231438,-0.143295732,0.231873979,0.059128224,0.11918307,0.041218402,-0.032697436,0.091187565,0.036632378,-0.063763837,-0.102752537,-0.233788475,-0.284155341,0.06299658,-0.314774745,-0.063627084,0.21901744,0.300449312,0.321745334,0.274712803,-0.266668449,0.338006788,-0.273429927,-0.031925005,-0.273088027,-0.144001005,-0.208686294,-0.022831097,-0.006879526,0.080937844,-0.039941158,0.139982631,-0.233196589,-0.078689675,-0.302852361,-0.215877537,-0.264915305,-0.123281485,-0.335052042,-0.26976965,-0.287525654,0.130228536,-0.292090293,-0.299562544,-0.152175589,-0.329491995,-0.304762728,-0.140403924,-0.014540673,0.206858787,0.006758663,0.098147142,-0.092023297,-0.004349844,-0.126513725,-0.293797019,-0.286459397,-0.061870626,-0.230553305,0.322140203,-0.261612385,-0.044491557,-0.333982868,0.308800794,-0.376561472,-0.150656101,-0.230773737,0.007881907,-0.024789205,-0.12753894,-0.094116268,-0.214722377,0.06884155,-0.287806876,-0.216819636,-0.157984455,-0.150513296,-0.171361444,-0.304369296,-0.343609573,0.130441795,0.058472082,0.234481647,0.194872369,-0.253870219,0.160356909,0.0271261,0.356938776,0.39434816,-0.205798094,0.242984863,0.324675325,0.457635468,0.244134897,0.15589602,0.100118833,0.038195708,-0.29845014,-0.21858289,-0.315616198,-0.158721737,-0.262507255,-0.005463127,-0.250085607,0.05064883,-0.319596447,0.351622862,-0.094508344,-0.244263945,0.429886554,0.025284353,0.032839624,-0.074507865,-0.171792235,0.037331049,-0.125330135,0.071033624,-0.117718362,-0.245099631,0.296529718,-0.20503069,0.265960613,-0.303206232,-0.011105275,-0.319076175,-0.195339466,0.063480945,0.07630492,-0.290732757,-0.197784327,-0.102252916,1,-0.256689038,-0.027532168,-0.234466459,0.001185283,-0.207618849,0.184074787,-0.26143641,-0.091119643,-0.171085966,0.12448206,-0.198813387,-0.326643804,0.092834496
% Children in Poverty (Hispanic),0.046979235,0.173273926,0.309842749,-0.010443826,0.146911842,0.273373899,0.435961601,0.530994627,0.02788491,0.114749804,0.045977804,-0.018622257,0.400669202,0.005251923,-0.173801585,0.171101378,-0.131084397,-0.442376077,-0.048290493,-0.074398229,0.020688549,-0.172438618,0.00592181,0.114317899,0.192074476,0.035951326,0.032756776,-0.062049524,0.276180347,-0.085409883,-0.057383099,-0.047529528,-0.007080249,-0.112550847,-0.078845986,0.059231934,-0.071359886,0.108544923,-0.043819496,-0.107377743,-0.038655114,0.075323715,-0.122908524,-0.043111486,0.10693336,-0.083864532,-0.048388203,-0.073092627,-0.108484628,-0.098175578,-0.090051964,-0.213647879,-0.0303009,-0.082551913,0.253950618,0.359545633,0.194077831,1,0.253962523,-0.398395925,-0.41437315,0.2315456,-0.034996183,-0.082814847,0.266615236,-0.103823328,0.015938506,-0.084113068,-0.022346617,-0.171671752,0.083504731,0.065186458,0.209137435,0.171600965,0.153918418,0.147261921,-0.007337481,0.229488983,0.126761241,0.018369193,-0.085969628,-0.072517538,-0.129154024,-0.192181254,0.127465069,-0.126738225,-0.078489231,0.1188735,0.281956902,-0.032159491,0.135674244,-0.120760379,0.154802915,0.273826979,0.270306122,0.224451464,-0.083182054,0.197814843,0.568831169,0.401477833,0.30755132,0.424241899,0.537853716,0.19251412,-0.11098421,0.017366731,-0.02028072,0.245665151,-0.068277437,-0.021490194,-0.06260577,0.185900707,-0.131130995,0.130507394,0.153081021,-0.091507042,0.074592705,-0.028433818,0.246806816,-0.362522881,-0.282407868,-0.488666884,-0.291556164,0.346210977,-0.068899188,-0.056720537,0.159028625,-0.145965513,0.112566642,-0.065996248,-0.043436939,-0.018269363,0.209933034,-0.049046182,0.167860974,-0.07316777,-0.025615907,-0.096645376,0.006758663,-0.101492063,-0.135700037,-0.118170278,-0.132300813,-0.097131928,-0.012185313,-0.105430759,-0.000721241,-0.027918013,0.111535309,0.138289231,-0.008595089,0.114440582
Inadequate Facilities,0.009872544,0.219659732,0.376510126,0.16838055,0.218570413,0.079709049,0.155664767,0.201289536,0.069786135,0.140116132,0.049512349,0.101982363,0.187342521,0.029747479,-0.188187714,0.117196385,-0.166820005,-0.143841955,0.068123884,0.038467842,0.079231883,0.021322093,0.024709716,0.116993456,0.208998189,0.073795349,0.1275141,0.008618936,0.042670439,-0.071845721,-0.147831876,0.010233431,-0.045864608,-0.162825898,-0.117901845,0.016063342,-0.050675059,-0.028242962,-0.023433559,-0.087551038,-0.104817022,0.005305225,-0.081269773,0.015073037,-0.00719106,0.059809053,-0.013794962,-0.143258634,0.004586826,-0.003668382,0.001541247,-0.12610023,0.019364165,0.01191692,0.115645096,0.136418115,0.204831213,0.147261921,0.250356131,-0.186587827,-0.187097684,0.063223684,0.021288197,0.002362952,0.173457024,-0.014829374,-0.024171545,0.015850474,0.088471113,0.05981119,0.147424427,0.014747102,0.272606551,0.062719467,0.089918859,1,0.021268392,0.038068448,0.09893683,0.002929812,-0.000939981,0.005914228,-0.128720358,-0.334780458,-0.126842354,-0.128179896,0.075604288,0.11508401,0.357861442,0.184313056,0.179497198,-0.261240626,0.139869235,0.560117302,0.38622449,0.27029796,-0.142933969,-0.026998318,0.637662338,0.403448276,0.325513196,0.148938064,0.207189773,0.091819235,-0.193836137,-0.089331681,0.018003501,0.108911042,0.025946207,0.14998429,-0.319650614,0.241634468,-0.058022322,0.109997604,0.036546466,-0.006345903,-0.021719524,-0.127120764,0.337044115,-0.125002793,-0.182767858,-0.110897273,-0.185596367,0.147105975,0.121635277,-0.05291981,0.284976789,-0.342448566,0.207197077,0.012307633,0.027220993,0.046605172,0.102331576,-0.016979707,0.059737662,-0.039679263,-0.058048491,-0.012187289,-0.024789205,-0.037678441,-0.187588364,-0.027984274,-0.05455191,-0.018357271,-0.029958179,-0.03342699,0.050254366,-0.041567074,-0.062034747,0.072234073,0.025099358,0.073624518
% Fair/Poor,0.060786083,0.064927273,0.271888591,0.554226419,0.20468652,1,0.894252023,0.582110002,0.325195411,0.13652451,0.301883413,0.167856448,0.559588962,0.132207343,0.057566458,-0.07713433,0.012106034,-0.534103587,-0.140406412,-0.13011367,-0.035121133,-0.105945219,0.253837326,0.701197215,0.295785356,0.604575609,0.269703121,-0.061359505,0.463073045,-0.134750303,-0.096233701,-0.109911093,-0.08443535,-0.063987883,-0.040243106,0.170645749,-0.056270653,0.259139787,-0.003791952,-0.405470961,-0.140942471,-0.164366649,-0.401317713,-0.305685502,-0.13641789,-0.236764026,-0.348222889,-0.173812257,-0.299381847,-0.119964542,-0.070167216,-0.549391004,-0.062863152,-0.12226675,0.382100116,0.616433376,0.252922299,0.273373899,0.30553301,-0.586301666,-0.562018767,0.304621705,-0.012695473,-0.066020183,0.402242657,-0.188875945,-0.136255572,-0.025595679,0.196496653,-0.222186633,-0.162473958,-0.260940517,0.325047338,0.035279844,0.45859423,0.079709049,-0.11087881,0.021026723,0.235241594,0.08274456,-0.126726847,-0.414893999,-0.042555877,-0.271205937,-0.489142758,-0.16736284,-0.193700679,0.105185789,0.379266793,0.574589926,0.243423645,-0.128063383,-0.059336333,0.455278592,0.317959184,0.278835482,-0.131282155,0.081829563,0.606493506,0.505418719,0.54068915,0.919650988,0.689009148,-0.15965489,-0.172374925,0.036296681,-0.157604948,-0.338246994,0.038167413,0.258530184,-0.114485377,-0.015345921,-0.212310118,0.018622813,0.641415016,-0.088833755,0.001040227,0.127136123,0.446472368,-0.594876855,-0.25100478,-0.352113224,-0.264410122,0.725165418,-0.018432678,-0.205571971,0.323441329,-0.14935619,-0.08718698,-0.160565845,-0.369662064,-0.114341449,0.092036914,0.313703643,-0.233975618,-0.117623302,-0.081633475,-0.078219227,0.205330056,-0.075105632,-0.007362878,-0.085635796,0.010205153,0.187151862,0.717428102,-0.335379613,-0.759852223,0.189850163,0.569613783,-0.265425229,-0.275741089,-0.245606004
Preventable Hosp. Rate (Hispanic),0.099660804,0.019729489,-0.219563316,0.322673037,0.076162854,0.259139787,0.183696483,0.058227699,0.099962293,-0.116102632,0.208776966,-0.096887977,0.066949463,0.031754882,0.10939617,-0.134809305,-0.009951947,-0.061601747,-0.045890125,-0.014163844,-0.074128749,0.112191092,0.243173217,0.233023266,-0.014302723,0.210247879,0.091939388,-0.015568393,0.017726191,-0.033086626,-0.087224828,-0.05812784,-0.129530636,-0.055728521,-0.191697541,0.466194764,0.141966665,1,0.205459894,-0.23279983,-0.157457664,-0.116587567,-0.231105073,-0.177231267,-0.157996915,-0.07744227,-0.159959516,-0.008439434,-0.231831202,-0.011282661,0.016721939,-0.182101026,0.026701376,-0.028245455,0.223954145,0.218219659,-0.082157087,0.108544923,-0.035000866,-0.128542252,-0.150580207,0.122281851,0.027840371,0.004788361,0.122418207,-0.073011247,-0.115594469,0.048799122,0.202864337,-0.030096511,-0.07352277,-0.078795618,0.04603435,-0.098269382,0.286880628,-0.028242962,-0.017324092,-0.010160966,0.008867299,0.007026238,-0.030818291,-0.031528967,-0.069616852,0.124856357,-0.426059889,-0.119335643,-0.027756019,0.079269831,-0.139789622,0.355259769,0.14334433,-0.017124033,-0.06525673,-0.464076246,0.26122449,-0.187227866,0.164687157,-0.267768568,-0.546753247,0.097044335,-0.236070381,0.203080834,0.093227222,-0.183482068,-0.074306052,-0.03429873,-0.043883824,-0.178673724,0.012925886,0.037581316,0.146998538,-0.107306387,-0.054635117,-0.016535877,0.174022223,-0.02513974,-0.149035361,-0.003068029,0.115433174,-0.200617481,-0.004335333,-0.09942123,0.00962097,0.179237654,-0.131759297,-0.085169787,0.032234446,-0.072557055,-0.051982038,-0.043835745,-0.123650381,-0.041232799,-0.019277854,0.159042049,-0.194892548,-0.036883724,-0.034207268,-0.029829778,-0.039941158,-0.008950268,-0.010999992,-0.042517987,-0.055967366,0.136460813,0.312628891,-0.124296327,-0.314444307,0.049596582,0.113045521,-0.130364203,-0.112287162,-0.128584091
% Drive Alone (Hispanic),0.01506779,0.00346307,0.157476232,0.073614499,-0.042297459,0.235241594,0.237730374,0.196390388,0.108766145,-0.120245931,0.010437081,0.035913182,0.211291737,0.150513672,-0.053116986,-0.05082502,0.133963328,-0.077379321,0.155184123,0.15937542,0.039553878,0.203314521,0.09496584,0.157335537,0.03492531,0.071967963,0.008267889,0.19384678,0.03485271,0.134619241,-0.029079856,0.220008834,0.121852777,0.1194227,0.105039651,0.002582774,0.010054675,0.008867299,-0.039797885,-0.028739771,-0.075819076,-0.049808062,0.033488932,0.046497286,-0.061088137,0.095481232,0.07138013,0.203781086,-0.210961888,0.185296799,0.200745263,-0.061408834,0.204964851,0.187766795,0.193296547,0.181263919,-0.005485462,0.126761241,0.047302678,-0.198428799,-0.22893469,0.141554988,0.200371457,0.19614758,0.130579684,0.184762388,-0.086136066,0.230353949,0.232705819,0.176505029,-0.13934622,0.049817628,0.136896603,0.112141956,0.123687076,0.09893683,0.564295113,0.464524949,1,0.283626922,0.198510158,-0.192393832,-0.073956514,-0.094043887,-0.147380377,-0.055766302,0.19198746,0.07662947,0.151878833,0.066447765,0.039686428,0.033273018,-0.07313773,0.21957478,0.104795918,0.081277213,0.110714493,0.136787423,0.57012987,0.435960591,0.635630499,0.248022291,0.220024986,-0.070743074,0.099782589,0.095782048,0.17167166,-0.008898624,0.217007511,0.109645344,0.001053704,0.013688367,0.207367324,-0.147791336,0.246461664,0.182659914,-0.179957783,0.133155243,0.275643362,-0.19731854,-0.042136582,-0.145955115,-0.045332608,0.209310113,0.007924466,-0.001221632,0.046205464,0.185140003,-0.080560346,0.170198476,-0.181007339,0.179462364,0.139318807,0.110136834,-0.091763725,0.136699167,0.052466066,0.163800261,-0.214722377,0.174618785,0.068751811,0.14126369,-0.014369583,0.255827387,0.1441358,0.102053684,-0.189922693,0.244628117,0.131124043,0.036474039,0.083042266,-0.227242913
